11037,0,danmu
11037,0,danmu
poi！,1.0029909536859,danmu
你必须保持决心,1.230561386878,danmu
hhh,2.36521437002,danmu
对啊知名三怂,-1.0087638628601,danmu
术士大妈的别走,-0.5551106134853,danmu
POI啊哈哈哈哈哈,-0.413652191177,danmu
卡这的等我,-0.222253746005299,danmu
233,1.07101766569,danmu
我就说咋听这个声音好熟悉，这不娇花么,-1.41839990507957,danmu
这熟悉的BGM,0.9072576499637,danmu
弹丸论破啊233333,0.0924159987899999,danmu
啊啊啊，一颗赛艇,2.0601451855623,danmu
什么鬼,-2.65484883936999,danmu
……,-0.888891903481,danmu
俺就黑旋风李逵，纳命来～,0.1388536458328,danmu
在这停顿,-1.253696181529,danmu
菲利斯？？？,-0.802157136801,danmu
不行，我要报警了。,-2.726539857077,danmu
三连卡,0,danmu
保护箭头协会。,2.3222236263107,danmu
undertale,0,danmu
undertale,0,danmu
真·粉丝,2.89984221561099,danmu
啧啧,0.300652831245,danmu
我好像听到了咱种花家兔子的声音,1.2696275593387,danmu
233,1.07101766569,danmu
羡慕兽人,0.747204993721,danmu
真·官方配音,4.882975142207,danmu
233333333333333,2.07865879279,danmu
，，，，，，，,-0.0185136072277,danmu
，，，，，，，，，,-0.0185136072277,danmu
，，，，，，，,-0.0185136072277,danmu
，，，，，，，,-0.0185136072277,danmu
，，，，，，，,-0.0185136072277,danmu
只有我没卡么？？我白天看的,-3.6001526136133,danmu
说好汉子一点都声音呢！,-0.71172096617235,danmu
为什么诡异的在这里手机自动暂停了？！,-7.0481277604914,danmu
word天,-0.7402256107775,danmu
hhhhhhhhhh,0,danmu
哇这代入感,0.151287476717,danmu
快,0,danmu
那个是！番茄酱啊！,-1.81253222858809,danmu
Deep♂Dark♂Fantasy,4.455311091464,danmu
233333333333333,2.07865879279,danmu
厉害了我的阿尔特里亚,-0.7390779031463,danmu
卡这儿,-0.0799902129776,danmu
hhhhhhhhhhh,0,danmu
那个绿的不是LAR走过的路线吗。。。。,1.71850448891139,danmu
咱管您呢，爱玩不玩,1.3088602194323,danmu
一把纸hhhhhhhhhhhhh,-0.249172728028,danmu
先调茶一下这个房间吧,0.904642072244999,danmu
一听就知道胸毛很多,-0.383482319416,danmu
23333,1.77578013766,danmu
你居然，不是人！,-1.48902877625079,danmu
王八蛋黄鹤你不是人,-1.50276043241899,danmu
2333333,2.01777696661,danmu
hhhhhhhhhh一朵柜子,-0.95326843706,danmu
卡在这,-1.462964802188,danmu
震惊！某知名主播直播玩自己,3.16959442052873,danmu
铁狼，投出去,-0.0185136072277,danmu
官配厉害,-0.683862024271,danmu
23333333,1.86045334809,danmu
2333333333333,2.5093882654,danmu
2.33333333333333E+25,0,danmu
2333333,2.01777696661,danmu
2333,1.17905831114,danmu
哈哈哈哈哈哈,3.18056380106,danmu
呆毛,-0.322735953599999,danmu
前面赫萝的等等我,-1.3673514956233,danmu
2333333333333,2.5093882654,danmu
23333333,1.86045334809,danmu
暂停成功,1.414444524996,danmu
停顿了,0.590015245378,danmu
2333333,2.01777696661,danmu
在这停顿,-1.253696181529,danmu
又卡,-1.48650724908,danmu
第三次卡,0,danmu
下边的弹幕是要闹哪样23333,-3.1771818979433,danmu
gay一点也可以啊,-0.958317673006,danmu
我想着你回来~,0.925249267724,danmu
丢张冥币！,-2.0323267006891,danmu
ut\^o^/,3.29871497558199,danmu
在这里停顿！,-0.481664382512099,danmu
笑吐血,-0.82635953468,danmu
疑犯追踪？,-1.3719208491888,danmu
量词破碎,-0.279750299993,danmu
hhh,2.36521437002,danmu
好非啊,-2.106270646297,danmu
一把纸,-0.249172728028,danmu
截图成功,1.57591796087,danmu
截图成功,1.57591796087,danmu
OwO,1.59323196562,danmu
来自迷妹的同人游戏哈哈哈哈哈哈哈,3.7554266490357,danmu
2333333333333,2.5093882654,danmu
woc笑死,5.49297330587,danmu
立绘,0,danmu
一坨熊，一群熊，一把熊,0.0652743866142999,danmu
为什么你的对话框里自带头像啊！！！,-3.5232320364254,danmu
卍,0.327019245142,danmu
ㄟ(▔,0.488964529185999,danmu
ㄟ(▔,0.488964529185999,danmu
哈哈哈哈哈哈哈哈哈哈,3.18056380106,danmu
@,0.757283032847,danmu
白雀,0,danmu
厚颜无耻,0,danmu
村长要疯了,0.54973539211,danmu
暂停成功,1.414444524996,danmu
一把纸=-=,0.447029081776999,danmu
作者果真ut厨,2.19711861297499,danmu
在这停顿,-1.253696181529,danmu
_(:з」∠)_啥都没看见,0.2806625921906,danmu
chara,0,danmu
chara,0,danmu
壮哉我大undertale!,0.259434895987999,danmu
疑犯追踪的bgm,-1.6435508379191,danmu
deep♂dark♂fantasy,3.565510111823,danmu
特大,0.328575331318,danmu
哈哈哈哈哈哈,3.18056380106,danmu
哈哈哈哈哈哈哈,3.18056380106,danmu
暂停成功,1.414444524996,danmu
hhhhhhhhhhhhh,0,danmu
壮哉我大undertale!,0.259434895987999,danmu
受♂娘,-1.36351174072,danmu
假嗓子,0,danmu
没带眼镜把请读我看成请续我,-1.852724432287,danmu
在这停顿！,-1.1929918326781,danmu
从心→_→,0.486416112699999,danmu
233333,1.63778199555,danmu
噗哈哈哈哈,0.311677112046,danmu
哈哈哈哈哈哈哈,3.18056380106,danmu
发,0.66116098187,danmu
我擦666666,-2.498431150053,danmu
我猜是莫离推得,0.080216635937,danmu
阿斯托尔福？？？,-1.735644547274,danmu
很棒，卡成PPT,-4.6663777052277,danmu
卡在这里,-0.751637352021999,danmu
哈哈哈,3.18056380106,danmu
弹幕好多,-0.165516201917,danmu
底部弹幕笑死,2.540790279646,danmu
2333333333333,2.5093882654,danmu
不是你一个。。xd,1.5325080329927,danmu
(,1.23791001706,danmu
